LineId,Line,Panel,ShiftLabel,LineShiftLabel,Lane,Rejects,RatePct,UclPct,OOC,NInspected,OOCColor,ShiftIdx,PBar
ngp2,NGP2,Camera,Night 07-11,ngp2|Night 07-11,9,0,0.0,0.704,0,3218,#ffffff,7,0.169
ngp2,NGP2,Camera,Night 07-11,ngp2|Night 07-11,10,86,2.67,3.325,0,3218,#ffffff,7,0.758
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,1,6,0.07,0.753,0,8819,#ffffff,8,0.274
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,2,16,0.18,0.746,0,8819,#ffffff,8,0.26
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,3,155,1.76,1.045,1,8819,#e17055,8,0.334
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,4,15,0.17,1.182,0,8819,#ffffff,8,0.444
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,5,2,0.02,1.221,0,8819,#ffffff,8,0.391
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,6,10,0.11,0.492,0,8819,#ffffff,8,0.184
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,7,5,0.06,0.509,0,8819,#ffffff,8,0.175
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,8,21,0.24,0.491,0,8819,#ffffff,8,0.192
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,9,6,0.07,0.492,0,8819,#ffffff,8,0.169
ngp2,NGP2,Camera,Day 07-12,ngp2|Day 07-12,10,85,0.96,2.308,0,8819,#ffffff,8,0.758
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,1,4,0.11,1.007,0,3768,#ffffff,9,0.274
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,2,9,0.24,1.003,0,3768,#ffffff,9,0.26
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,3,469,12.45,1.422,1,3768,#e17055,9,0.334
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,4,3,0.08,1.574,0,3768,#ffffff,9,0.444
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,5,1,0.03,1.661,0,3768,#ffffff,9,0.391
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,6,3,0.08,0.656,0,3768,#ffffff,9,0.184
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,7,3,0.08,0.687,0,3768,#ffffff,9,0.175
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,8,3,0.08,0.649,0,3768,#ffffff,9,0.192
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,9,5,0.13,0.663,0,3768,#ffffff,9,0.169
ngp2,NGP2,Camera,Night 07-12,ngp2|Night 07-12,10,156,4.14,3.13,1,3768,#e17055,9,0.758
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,1,10,0.41,1.186,0,2432,#ffffff,10,0.274
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,2,10,0.41,1.185,0,2432,#ffffff,10,0.26
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,3,87,3.58,1.688,1,2432,#e17055,10,0.334
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,4,14,0.58,1.851,0,2432,#ffffff,10,0.444
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,5,3,0.12,1.971,0,2432,#ffffff,10,0.391
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,6,4,0.16,0.771,0,2432,#ffffff,10,0.184
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,7,5,0.21,0.812,0,2432,#ffffff,10,0.175
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,8,6,0.25,0.761,0,2432,#ffffff,10,0.192
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,9,12,0.49,0.784,0,2432,#ffffff,10,0.169
ngp2,NGP2,Camera,Day 07-13,ngp2|Day 07-13,10,39,1.6,3.711,0,2432,#ffffff,10,0.758
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,1,17,0.36,0.932,0,4678,#ffffff,11,0.274
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,2,37,0.79,0.927,0,4678,#ffffff,11,0.26
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,3,13,0.28,1.31,0,4678,#ffffff,11,0.334
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,4,18,0.38,1.458,0,4678,#ffffff,11,0.444
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,5,4,0.09,1.53,0,4678,#ffffff,11,0.391
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,6,16,0.34,0.607,0,4678,#ffffff,11,0.184
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,7,8,0.17,0.634,0,4678,#ffffff,11,0.175
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,8,16,0.34,0.602,0,4678,#ffffff,11,0.192
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,9,21,0.45,0.612,0,4678,#ffffff,11,0.169
ngp2,NGP2,Camera,Night 07-13,ngp2|Night 07-13,10,36,0.77,2.887,0,4678,#ffffff,11,0.758
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,1,8,0.31,1.164,0,2554,#ffffff,12,0.274
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,2,7,0.27,1.162,0,2554,#ffffff,12,0.26
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,3,1,0.04,1.655,0,2554,#ffffff,12,0.334
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,4,7,0.27,1.816,0,2554,#ffffff,12,0.444
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,5,2,0.08,1.933,0,2554,#ffffff,12,0.391
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,6,6,0.23,0.757,0,2554,#ffffff,12,0.184
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,7,0,0.0,0.796,0,2554,#ffffff,12,0.175
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,8,9,0.35,0.747,0,2554,#ffffff,12,0.192
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,9,1,0.04,0.769,0,2554,#ffffff,12,0.169
ngp2,NGP2,Camera,Day 07-14,ngp2|Day 07-14,10,19,0.74,3.639,0,2554,#ffffff,12,0.758
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,1,15,0.32,0.935,0,4639,#ffffff,13,0.274
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,2,3,0.06,0.93,0,4639,#ffffff,13,0.26
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,3,6,0.13,1.315,0,4639,#ffffff,13,0.334
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,4,6,0.13,1.462,0,4639,#ffffff,13,0.444
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,5,3,0.06,1.535,0,4639,#ffffff,13,0.391
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,6,5,0.11,0.609,0,4639,#ffffff,13,0.184
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,7,6,0.13,0.636,0,4639,#ffffff,13,0.175
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,8,6,0.13,0.604,0,4639,#ffffff,13,0.192
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,9,6,0.13,0.614,0,4639,#ffffff,13,0.169
ngp2,NGP2,Camera,Night 07-14,ngp2|Night 07-14,10,63,1.36,2.896,0,4639,#ffffff,13,0.758
ngp2,NGP2,Vision,Day 07-08,ngp2|Day 07-08,1,121,2.48,3.288,0,4875,#ffffff,0,0.794
ngp2,NGP2,Vision,Day 07-08,ngp2|Day 07-08,2,32,0.66,1.972,0,4875,#ffffff,0,0.404
ngp2,NGP2,Vision,Day 07-08,ngp2|Day 07-08,3,38,0.78,3.214,0,4875,#ffffff,0,0.68
ngp2,NGP2,Vision,Day 07-08,ngp2|Day 07-08,4,34,0.7,1.801,0,4875,#ffffff,0,0.401
ngp2,NGP2,Vision,Day 07-08,ngp2|Day 07-08,5,64,1.31,2.965,0,4875,#ffffff,0,0.597
ngp2,NGP2,Vision,Night 07-08,ngp2|Night 07-08,1,183,3.99,3.365,1,4589,#e17055,1,0.794
ngp2,NGP2,Vision,Night 07-08,ngp2|Night 07-08,2,88,1.92,2.02,0,4589,#ffffff,1,0.404
ngp2,NGP2,Vision,Night 07-08,ngp2|Night 07-08,3,53,1.15,3.292,0,4589,#ffffff,1,0.68
ngp2,NGP2,Vision,Night 07-08,ngp2|Night 07-08,4,86,1.87,1.844,1,4589,#e17055,1,0.401
ngp2,NGP2,Vision,Night 07-08,ngp2|Night 07-08,5,127,2.77,3.038,0,4589,#ffffff,1,0.597
ngp2,NGP2,Vision,Day 07-09,ngp2|Day 07-09,1,258,3.31,2.768,1,7785,#e17055,2,0.794
ngp2,NGP2,Vision,Day 07-09,ngp2|Day 07-09,2,123,1.58,1.645,0,7785,#ffffff,2,0.404
ngp2,NGP2,Vision,Day 07-09,ngp2|Day 07-09,3,94,1.21,2.685,0,7785,#ffffff,2,0.68
ngp2,NGP2,Vision,Day 07-09,ngp2|Day 07-09,4,118,1.52,1.509,1,7785,#e17055,2,0.401
ngp2,NGP2,Vision,Day 07-09,ngp2|Day 07-09,5,201,2.58,2.471,1,7785,#e17055,2,0.597
ngp2,NGP2,Vision,Night 07-09,ngp2|Night 07-09,1,57,1.16,3.283,0,4896,#ffffff,3,0.794
ngp2,NGP2,Vision,Night 07-09,ngp2|Night 07-09,2,16,0.33,1.969,0,4896,#ffffff,3,0.404
ngp2,NGP2,Vision,Night 07-09,ngp2|Night 07-09,3,14,0.29,3.209,0,4896,#ffffff,3,0.68
ngp2,NGP2,Vision,Night 07-09,ngp2|Night 07-09,4,18,0.37,1.798,0,4896,#ffffff,3,0.401
ngp2,NGP2,Vision,Night 07-09,ngp2|Night 07-09,5,57,1.16,2.96,0,4896,#ffffff,3,0.597
ngp2,NGP2,Vision,Day 07-10,ngp2|Day 07-10,1,125,2.44,3.228,0,5121,#ffffff,4,0.794
ngp2,NGP2,Vision,Day 07-10,ngp2|Day 07-10,2,61,1.19,1.934,0,5121,#ffffff,4,0.404
ngp2,NGP2,Vision,Day 07-10,ngp2|Day 07-10,3,45,0.88,3.152,0,5121,#ffffff,4,0.68
ngp2,NGP2,Vision,Day 07-10,ngp2|Day 07-10,4,60,1.17,1.767,0,5121,#ffffff,4,0.401
ngp2,NGP2,Vision,Day 07-10,ngp2|Day 07-10,5,76,1.48,2.908,0,5121,#ffffff,4,0.597
ngp2,NGP2,Vision,Night 07-10,ngp2|Night 07-10,1,90,1.24,2.841,0,7242,#ffffff,5,0.794
ngp2,NGP2,Vision,Night 07-10,ngp2|Night 07-10,2,2,0.03,1.691,0,7242,#ffffff,5,0.404
ngp2,NGP2,Vision,Night 07-10,ngp2|Night 07-10,3,10,0.14,2.759,0,7242,#ffffff,5,0.68
ngp2,NGP2,Vision,Night 07-10,ngp2|Night 07-10,4,5,0.07,1.55,0,7242,#ffffff,5,0.401
ngp2,NGP2,Vision,Night 07-10,ngp2|Night 07-10,5,20,0.28,2.54,0,7242,#ffffff,5,0.597
ngp2,NGP2,Vision,Day 07-11,ngp2|Day 07-11,1,101,1.68,3.043,0,6000,#ffffff,6,0.794
ngp2,NGP2,Vision,Day 07-11,ngp2|Day 07-11,2,45,0.75,1.817,0,6000,#ffffff,6,0.404
ngp2,NGP2,Vision,Day 07-11,ngp2|Day 07-11,3,34,0.57,2.964,0,6000,#ffffff,6,0.68
ngp2,NGP2,Vision,Day 07-11,ngp2|Day 07-11,4,47,0.78,1.663,0,6000,#ffffff,6,0.401
ngp2,NGP2,Vision,Day 07-11,ngp2|Day 07-11,5,37,0.62,2.732,0,6000,#ffffff,6,0.597
ngp2,NGP2,Vision,Night 07-11,ngp2|Night 07-11,1,82,1.27,2.965,0,6435,#ffffff,7,0.794
ngp2,NGP2,Vision,Night 07-11,ngp2|Night 07-11,2,6,0.09,1.769,0,6435,#ffffff,7,0.404
ngp2,NGP2,Vision,Night 07-11,ngp2|Night 07-11,3,13,0.2,2.886,0,6435,#ffffff,7,0.68
ngp2,NGP2,Vision,Night 07-11,ngp2|Night 07-11,4,82,1.27,1.619,0,6435,#ffffff,7,0.401
ngp2,NGP2,Vision,Night 07-11,ngp2|Night 07-11,5,19,0.3,2.658,0,6435,#ffffff,7,0.597
ngp2,NGP2,Vision,Day 07-12,ngp2|Day 07-12,1,159,2.43,2.946,0,6552,#ffffff,8,0.794
ngp2,NGP2,Vision,Day 07-12,ngp2|Day 07-12,2,47,0.72,1.757,0,6552,#ffffff,8,0.404
ngp2,NGP2,Vision,Day 07-12,ngp2|Day 07-12,3,55,0.84,2.866,0,6552,#ffffff,8,0.68
ngp2,NGP2,Vision,Day 07-12,ngp2|Day 07-12,4,47,0.72,1.608,0,6552,#ffffff,8,0.401
ngp2,NGP2,Vision,Day 07-12,ngp2|Day 07-12,5,62,0.95,2.64,0,6552,#ffffff,8,0.597
ngp2,NGP2,Vision,Night 07-12,ngp2|Night 07-12,1,81,1.07,2.8,0,7535,#ffffff,9,0.794
ngp2,NGP2,Vision,Night 07-12,ngp2|Night 07-12,2,5,0.07,1.665,0,7535,#ffffff,9,0.404
ngp2,NGP2,Vision,Night 07-12,ngp2|Night 07-12,3,2,0.03,2.718,0,7535,#ffffff,9,0.68
ngp2,NGP2,Vision,Night 07-12,ngp2|Night 07-12,4,5,0.07,1.527,0,7535,#ffffff,9,0.401
ngp2,NGP2,Vision,Night 07-12,ngp2|Night 07-12,5,17,0.23,2.502,0,7535,#ffffff,9,0.597
ngp2,NGP2,Vision,Day 07-13,ngp2|Day 07-13,1,128,2.63,3.292,0,4863,#ffffff,10,0.794
ngp2,NGP2,Vision,Day 07-13,ngp2|Day 07-13,2,31,0.64,1.974,0,4863,#ffffff,10,0.404
ngp2,NGP2,Vision,Day 07-13,ngp2|Day 07-13,3,38,0.78,3.217,0,4863,#ffffff,10,0.68
ngp2,NGP2,Vision,Day 07-13,ngp2|Day 07-13,4,32,0.66,1.803,0,4863,#ffffff,10,0.401
ngp2,NGP2,Vision,Day 07-13,ngp2|Day 07-13,5,51,1.05,2.968,0,4863,#ffffff,10,0.597
ngp2,NGP2,Vision,Night 07-13,ngp2|Night 07-13,1,289,3.09,2.595,1,9356,#e17055,11,0.794
ngp2,NGP2,Vision,Night 07-13,ngp2|Night 07-13,2,38,0.41,1.536,0,9356,#ffffff,11,0.404
ngp2,NGP2,Vision,Night 07-13,ngp2|Night 07-13,3,62,0.66,2.509,0,9356,#ffffff,11,0.68
ngp2,NGP2,Vision,Night 07-13,ngp2|Night 07-13,4,40,0.43,1.412,0,9356,#ffffff,11,0.401
ngp2,NGP2,Vision,Night 07-13,ngp2|Night 07-13,5,76,0.81,2.307,0,9356,#ffffff,11,0.597
ngp2,NGP2,Vision,Day 07-14,ngp2|Day 07-14,1,415,7.38,3.117,1,5622,#e17055,12,0.794
ngp2,NGP2,Vision,Day 07-14,ngp2|Day 07-14,2,135,2.4,1.864,1,5622,#e17055,12,0.404
ngp2,NGP2,Vision,Day 07-14,ngp2|Day 07-14,3,163,2.9,3.04,0,5622,#ffffff,12,0.68
ngp2,NGP2,Vision,Day 07-14,ngp2|Day 07-14,4,139,2.47,1.704,1,5622,#e17055,12,0.401
ngp2,NGP2,Vision,Day 07-14,ngp2|Day 07-14,5,209,3.72,2.802,1,5622,#e17055,12,0.597
