AnchorShiftKey,LineId,Line,TrendRank,TrendShiftKey,TrendShiftLabel,TrendShiftDate,Category,CategoryLabel,Hours,CategoryColor
hu3|2026-06-19|night,hu3,HU3,0,hu3|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),0.16,#636e72
hu3|2026-06-19|night,hu3,HU3,0,hu3|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.14,#b2bec3
hu3|2026-06-19|night,hu3,HU3,0,hu3|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.36,#dfe6e9
hu3|2026-06-19|night,hu3,HU3,1,hu3|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.29,#2d3436
hu3|2026-06-19|night,hu3,HU3,1,hu3|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),0.9,#636e72
hu3|2026-06-19|night,hu3,HU3,1,hu3|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.01,#b2bec3
hu3|2026-06-19|night,hu3,HU3,1,hu3|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,4.82,#dfe6e9
hu3|2026-06-19|night,hu3,HU3,2,hu3|2026-06-18|night,Night 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.27,#2d3436
hu3|2026-06-19|night,hu3,HU3,2,hu3|2026-06-18|night,Night 06-18,2026-06-18,halted,Halted (operator wait),0.7,#636e72
hu3|2026-06-19|night,hu3,HU3,2,hu3|2026-06-18|night,Night 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.69,#b2bec3
hu3|2026-06-19|night,hu3,HU3,2,hu3|2026-06-18|night,Night 06-18,2026-06-18,manual,Manual stops,0.79,#dfe6e9
hu3|2026-06-19|night,hu3,HU3,3,hu3|2026-06-18|day,Day 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.62,#2d3436
hu3|2026-06-19|night,hu3,HU3,3,hu3|2026-06-18|day,Day 06-18,2026-06-18,halted,Halted (operator wait),0.1,#636e72
hu3|2026-06-19|night,hu3,HU3,3,hu3|2026-06-18|day,Day 06-18,2026-06-18,auto_long,Auto-stops (>2 min),4.71,#b2bec3
hu3|2026-06-19|night,hu3,HU3,3,hu3|2026-06-18|day,Day 06-18,2026-06-18,manual,Manual stops,2.43,#dfe6e9
hu3|2026-07-08|day,hu3,HU3,0,hu3|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.63,#2d3436
hu3|2026-07-08|day,hu3,HU3,0,hu3|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-08|day,hu3,HU3,0,hu3|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),1.89,#b2bec3
hu3|2026-07-08|day,hu3,HU3,0,hu3|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,3.23,#dfe6e9
hu3|2026-07-08|day,hu3,HU3,1,hu3|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.84,#2d3436
hu3|2026-07-08|day,hu3,HU3,1,hu3|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),0.16,#636e72
hu3|2026-07-08|day,hu3,HU3,1,hu3|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.14,#b2bec3
hu3|2026-07-08|day,hu3,HU3,1,hu3|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.36,#dfe6e9
hu3|2026-07-08|day,hu3,HU3,2,hu3|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.29,#2d3436
hu3|2026-07-08|day,hu3,HU3,2,hu3|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),0.9,#636e72
hu3|2026-07-08|day,hu3,HU3,2,hu3|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.01,#b2bec3
hu3|2026-07-08|day,hu3,HU3,2,hu3|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,4.82,#dfe6e9
hu3|2026-07-08|day,hu3,HU3,3,hu3|2026-06-18|night,Night 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.27,#2d3436
hu3|2026-07-08|day,hu3,HU3,3,hu3|2026-06-18|night,Night 06-18,2026-06-18,halted,Halted (operator wait),0.7,#636e72
hu3|2026-07-08|day,hu3,HU3,3,hu3|2026-06-18|night,Night 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.69,#b2bec3
hu3|2026-07-08|day,hu3,HU3,3,hu3|2026-06-18|night,Night 06-18,2026-06-18,manual,Manual stops,0.79,#dfe6e9
hu3|2026-07-08|night,hu3,HU3,0,hu3|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.56,#2d3436
hu3|2026-07-08|night,hu3,HU3,0,hu3|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),0.1,#636e72
hu3|2026-07-08|night,hu3,HU3,0,hu3|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),4.11,#b2bec3
hu3|2026-07-08|night,hu3,HU3,0,hu3|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,1.09,#dfe6e9
hu3|2026-07-08|night,hu3,HU3,1,hu3|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.63,#2d3436
hu3|2026-07-08|night,hu3,HU3,1,hu3|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-08|night,hu3,HU3,1,hu3|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),1.89,#b2bec3
hu3|2026-07-08|night,hu3,HU3,1,hu3|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,3.23,#dfe6e9
hu3|2026-07-08|night,hu3,HU3,2,hu3|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.84,#2d3436
hu3|2026-07-08|night,hu3,HU3,2,hu3|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),0.16,#636e72
hu3|2026-07-08|night,hu3,HU3,2,hu3|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.14,#b2bec3
hu3|2026-07-08|night,hu3,HU3,2,hu3|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.36,#dfe6e9
hu3|2026-07-08|night,hu3,HU3,3,hu3|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.29,#2d3436
hu3|2026-07-08|night,hu3,HU3,3,hu3|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),0.9,#636e72
hu3|2026-07-08|night,hu3,HU3,3,hu3|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.01,#b2bec3
hu3|2026-07-08|night,hu3,HU3,3,hu3|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,4.82,#dfe6e9
hu3|2026-07-09|day,hu3,HU3,0,hu3|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.82,#2d3436
hu3|2026-07-09|day,hu3,HU3,0,hu3|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),0.42,#636e72
hu3|2026-07-09|day,hu3,HU3,0,hu3|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.8,#b2bec3
hu3|2026-07-09|day,hu3,HU3,0,hu3|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.39,#dfe6e9
hu3|2026-07-09|day,hu3,HU3,1,hu3|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.56,#2d3436
hu3|2026-07-09|day,hu3,HU3,1,hu3|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),0.1,#636e72
hu3|2026-07-09|day,hu3,HU3,1,hu3|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),4.11,#b2bec3
hu3|2026-07-09|day,hu3,HU3,1,hu3|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,1.09,#dfe6e9
hu3|2026-07-09|day,hu3,HU3,2,hu3|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.63,#2d3436
hu3|2026-07-09|day,hu3,HU3,2,hu3|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-09|day,hu3,HU3,2,hu3|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),1.89,#b2bec3
hu3|2026-07-09|day,hu3,HU3,2,hu3|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,3.23,#dfe6e9
hu3|2026-07-09|day,hu3,HU3,3,hu3|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.84,#2d3436
hu3|2026-07-09|day,hu3,HU3,3,hu3|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),0.16,#636e72
hu3|2026-07-09|day,hu3,HU3,3,hu3|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),2.14,#b2bec3
hu3|2026-07-09|day,hu3,HU3,3,hu3|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.36,#dfe6e9
hu3|2026-07-09|night,hu3,HU3,0,hu3|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.0,#2d3436
hu3|2026-07-09|night,hu3,HU3,0,hu3|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-09|night,hu3,HU3,0,hu3|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.62,#b2bec3
hu3|2026-07-09|night,hu3,HU3,0,hu3|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.73,#dfe6e9
hu3|2026-07-09|night,hu3,HU3,1,hu3|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.82,#2d3436
hu3|2026-07-09|night,hu3,HU3,1,hu3|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),0.42,#636e72
hu3|2026-07-09|night,hu3,HU3,1,hu3|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.8,#b2bec3
hu3|2026-07-09|night,hu3,HU3,1,hu3|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.39,#dfe6e9
hu3|2026-07-09|night,hu3,HU3,2,hu3|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.56,#2d3436
hu3|2026-07-09|night,hu3,HU3,2,hu3|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),0.1,#636e72
hu3|2026-07-09|night,hu3,HU3,2,hu3|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),4.11,#b2bec3
hu3|2026-07-09|night,hu3,HU3,2,hu3|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,1.09,#dfe6e9
hu3|2026-07-09|night,hu3,HU3,3,hu3|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.63,#2d3436
hu3|2026-07-09|night,hu3,HU3,3,hu3|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-09|night,hu3,HU3,3,hu3|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),1.89,#b2bec3
hu3|2026-07-09|night,hu3,HU3,3,hu3|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,3.23,#dfe6e9
hu3|2026-07-10|day,hu3,HU3,0,hu3|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.89,#2d3436
hu3|2026-07-10|day,hu3,HU3,0,hu3|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),1.04,#636e72
hu3|2026-07-10|day,hu3,HU3,0,hu3|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),2.07,#b2bec3
hu3|2026-07-10|day,hu3,HU3,0,hu3|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.17,#dfe6e9
hu3|2026-07-10|day,hu3,HU3,1,hu3|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.0,#2d3436
hu3|2026-07-10|day,hu3,HU3,1,hu3|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-10|day,hu3,HU3,1,hu3|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.62,#b2bec3
hu3|2026-07-10|day,hu3,HU3,1,hu3|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.73,#dfe6e9
hu3|2026-07-10|day,hu3,HU3,2,hu3|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.82,#2d3436
hu3|2026-07-10|day,hu3,HU3,2,hu3|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),0.42,#636e72
hu3|2026-07-10|day,hu3,HU3,2,hu3|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.8,#b2bec3
hu3|2026-07-10|day,hu3,HU3,2,hu3|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.39,#dfe6e9
hu3|2026-07-10|day,hu3,HU3,3,hu3|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.56,#2d3436
hu3|2026-07-10|day,hu3,HU3,3,hu3|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),0.1,#636e72
hu3|2026-07-10|day,hu3,HU3,3,hu3|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),4.11,#b2bec3
hu3|2026-07-10|day,hu3,HU3,3,hu3|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,1.09,#dfe6e9
hu3|2026-07-10|night,hu3,HU3,0,hu3|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.54,#2d3436
hu3|2026-07-10|night,hu3,HU3,0,hu3|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),0.41,#636e72
hu3|2026-07-10|night,hu3,HU3,0,hu3|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
hu3|2026-07-10|night,hu3,HU3,0,hu3|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.57,#dfe6e9
hu3|2026-07-10|night,hu3,HU3,1,hu3|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.89,#2d3436
hu3|2026-07-10|night,hu3,HU3,1,hu3|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),1.04,#636e72
hu3|2026-07-10|night,hu3,HU3,1,hu3|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),2.07,#b2bec3
hu3|2026-07-10|night,hu3,HU3,1,hu3|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.17,#dfe6e9
hu3|2026-07-10|night,hu3,HU3,2,hu3|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.0,#2d3436
hu3|2026-07-10|night,hu3,HU3,2,hu3|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-10|night,hu3,HU3,2,hu3|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.62,#b2bec3
hu3|2026-07-10|night,hu3,HU3,2,hu3|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.73,#dfe6e9
hu3|2026-07-10|night,hu3,HU3,3,hu3|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.82,#2d3436
hu3|2026-07-10|night,hu3,HU3,3,hu3|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),0.42,#636e72
hu3|2026-07-10|night,hu3,HU3,3,hu3|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.8,#b2bec3
hu3|2026-07-10|night,hu3,HU3,3,hu3|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.39,#dfe6e9
hu3|2026-07-11|day,hu3,HU3,0,hu3|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.91,#2d3436
hu3|2026-07-11|day,hu3,HU3,0,hu3|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),0.22,#636e72
hu3|2026-07-11|day,hu3,HU3,0,hu3|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.03,#b2bec3
hu3|2026-07-11|day,hu3,HU3,0,hu3|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.13,#dfe6e9
hu3|2026-07-11|day,hu3,HU3,1,hu3|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.54,#2d3436
hu3|2026-07-11|day,hu3,HU3,1,hu3|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),0.41,#636e72
hu3|2026-07-11|day,hu3,HU3,1,hu3|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
hu3|2026-07-11|day,hu3,HU3,1,hu3|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.57,#dfe6e9
hu3|2026-07-11|day,hu3,HU3,2,hu3|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.89,#2d3436
hu3|2026-07-11|day,hu3,HU3,2,hu3|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),1.04,#636e72
hu3|2026-07-11|day,hu3,HU3,2,hu3|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),2.07,#b2bec3
hu3|2026-07-11|day,hu3,HU3,2,hu3|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.17,#dfe6e9
hu3|2026-07-11|day,hu3,HU3,3,hu3|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.0,#2d3436
hu3|2026-07-11|day,hu3,HU3,3,hu3|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),0.15,#636e72
hu3|2026-07-11|day,hu3,HU3,3,hu3|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),2.62,#b2bec3
hu3|2026-07-11|day,hu3,HU3,3,hu3|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.73,#dfe6e9
hu3|2026-07-11|night,hu3,HU3,0,hu3|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.87,#2d3436
hu3|2026-07-11|night,hu3,HU3,0,hu3|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-11|night,hu3,HU3,0,hu3|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.43,#b2bec3
hu3|2026-07-11|night,hu3,HU3,0,hu3|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.35,#dfe6e9
hu3|2026-07-11|night,hu3,HU3,1,hu3|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.91,#2d3436
hu3|2026-07-11|night,hu3,HU3,1,hu3|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),0.22,#636e72
hu3|2026-07-11|night,hu3,HU3,1,hu3|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.03,#b2bec3
hu3|2026-07-11|night,hu3,HU3,1,hu3|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.13,#dfe6e9
hu3|2026-07-11|night,hu3,HU3,2,hu3|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.54,#2d3436
hu3|2026-07-11|night,hu3,HU3,2,hu3|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),0.41,#636e72
hu3|2026-07-11|night,hu3,HU3,2,hu3|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
hu3|2026-07-11|night,hu3,HU3,2,hu3|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.57,#dfe6e9
hu3|2026-07-11|night,hu3,HU3,3,hu3|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.89,#2d3436
hu3|2026-07-11|night,hu3,HU3,3,hu3|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),1.04,#636e72
hu3|2026-07-11|night,hu3,HU3,3,hu3|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),2.07,#b2bec3
hu3|2026-07-11|night,hu3,HU3,3,hu3|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.17,#dfe6e9
hu3|2026-07-12|day,hu3,HU3,0,hu3|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.52,#2d3436
hu3|2026-07-12|day,hu3,HU3,0,hu3|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),0.54,#636e72
hu3|2026-07-12|day,hu3,HU3,0,hu3|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),2.23,#b2bec3
hu3|2026-07-12|day,hu3,HU3,0,hu3|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.32,#dfe6e9
hu3|2026-07-12|day,hu3,HU3,1,hu3|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.87,#2d3436
hu3|2026-07-12|day,hu3,HU3,1,hu3|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-12|day,hu3,HU3,1,hu3|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.43,#b2bec3
hu3|2026-07-12|day,hu3,HU3,1,hu3|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.35,#dfe6e9
hu3|2026-07-12|day,hu3,HU3,2,hu3|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.91,#2d3436
hu3|2026-07-12|day,hu3,HU3,2,hu3|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),0.22,#636e72
hu3|2026-07-12|day,hu3,HU3,2,hu3|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.03,#b2bec3
hu3|2026-07-12|day,hu3,HU3,2,hu3|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.13,#dfe6e9
hu3|2026-07-12|day,hu3,HU3,3,hu3|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),0.54,#2d3436
hu3|2026-07-12|day,hu3,HU3,3,hu3|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),0.41,#636e72
hu3|2026-07-12|day,hu3,HU3,3,hu3|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
hu3|2026-07-12|day,hu3,HU3,3,hu3|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.57,#dfe6e9
hu3|2026-07-12|night,hu3,HU3,0,hu3|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),0.72,#2d3436
hu3|2026-07-12|night,hu3,HU3,0,hu3|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-12|night,hu3,HU3,0,hu3|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.97,#b2bec3
hu3|2026-07-12|night,hu3,HU3,0,hu3|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.52,#dfe6e9
hu3|2026-07-12|night,hu3,HU3,1,hu3|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.52,#2d3436
hu3|2026-07-12|night,hu3,HU3,1,hu3|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),0.54,#636e72
hu3|2026-07-12|night,hu3,HU3,1,hu3|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),2.23,#b2bec3
hu3|2026-07-12|night,hu3,HU3,1,hu3|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.32,#dfe6e9
hu3|2026-07-12|night,hu3,HU3,2,hu3|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.87,#2d3436
hu3|2026-07-12|night,hu3,HU3,2,hu3|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-12|night,hu3,HU3,2,hu3|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.43,#b2bec3
hu3|2026-07-12|night,hu3,HU3,2,hu3|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.35,#dfe6e9
hu3|2026-07-12|night,hu3,HU3,3,hu3|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),0.91,#2d3436
hu3|2026-07-12|night,hu3,HU3,3,hu3|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),0.22,#636e72
hu3|2026-07-12|night,hu3,HU3,3,hu3|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.03,#b2bec3
hu3|2026-07-12|night,hu3,HU3,3,hu3|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.13,#dfe6e9
hu3|2026-07-13|day,hu3,HU3,0,hu3|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.53,#2d3436
hu3|2026-07-13|day,hu3,HU3,0,hu3|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),0.58,#636e72
hu3|2026-07-13|day,hu3,HU3,0,hu3|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),5.55,#b2bec3
hu3|2026-07-13|day,hu3,HU3,0,hu3|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,1.16,#dfe6e9
hu3|2026-07-13|day,hu3,HU3,1,hu3|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),0.72,#2d3436
hu3|2026-07-13|day,hu3,HU3,1,hu3|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),0.33,#636e72
hu3|2026-07-13|day,hu3,HU3,1,hu3|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.97,#b2bec3
hu3|2026-07-13|day,hu3,HU3,1,hu3|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.52,#dfe6e9
hu3|2026-07-13|day,hu3,HU3,2,hu3|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.52,#2d3436
hu3|2026-07-13|day,hu3,HU3,2,hu3|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),0.54,#636e72
hu3|2026-07-13|day,hu3,HU3,2,hu3|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),2.23,#b2bec3
