LineId,Line,Panel,BatchIdx,Lane,Rate,Ewma,Ucl,Lcl
ngp2,NGP2,Camera,9,2,0.08,0.297,0.31,0.0
ngp2,NGP2,Camera,9,3,0.05,0.769,1.05,0.0
ngp2,NGP2,Camera,9,4,1.24,0.83,0.85,0.0
ngp2,NGP2,Camera,9,5,0.0,0.307,0.43,0.0
ngp2,NGP2,Camera,9,6,0.71,0.337,0.25,0.0
ngp2,NGP2,Camera,9,7,0.03,0.633,0.91,0.0
ngp2,NGP2,Camera,9,8,0.08,0.089,0.11,0.0
ngp2,NGP2,Camera,9,9,0.03,0.496,0.73,0.0
ngp2,NGP2,Camera,9,10,1.7,1.662,1.68,0.0
ngp2,NGP2,Camera,10,1,0.07,0.325,0.49,0.0
ngp2,NGP2,Camera,10,2,0.23,0.283,0.31,0.0
ngp2,NGP2,Camera,10,3,0.13,0.641,1.05,0.0
ngp2,NGP2,Camera,10,4,0.16,0.697,0.85,0.0
ngp2,NGP2,Camera,10,5,0.03,0.252,0.43,0.0
ngp2,NGP2,Camera,10,6,0.03,0.276,0.25,0.0
ngp2,NGP2,Camera,10,7,0.0,0.506,0.91,0.0
ngp2,NGP2,Camera,10,8,0.1,0.091,0.11,0.0
ngp2,NGP2,Camera,10,9,0.03,0.403,0.73,0.0
ngp2,NGP2,Camera,10,10,0.07,1.343,1.68,0.0
ngp2,NGP2,Camera,11,1,0.0,0.26,0.49,0.0
ngp2,NGP2,Camera,11,2,0.21,0.267,0.31,0.0
ngp2,NGP2,Camera,11,3,0.12,0.537,1.05,0.0
ngp2,NGP2,Camera,11,4,0.04,0.566,0.85,0.0
ngp2,NGP2,Camera,11,5,0.08,0.218,0.43,0.0
ngp2,NGP2,Camera,11,6,0.12,0.245,0.25,0.0
ngp2,NGP2,Camera,11,7,0.04,0.413,0.91,0.0
ngp2,NGP2,Camera,11,8,0.08,0.089,0.11,0.0
ngp2,NGP2,Camera,11,9,0.12,0.347,0.73,0.0
ngp2,NGP2,Camera,11,10,0.21,1.115,1.68,0.0
ngp2,NGP2,Camera,12,1,0.0,0.208,0.49,0.0
ngp2,NGP2,Camera,12,2,0.09,0.231,0.31,0.0
ngp2,NGP2,Camera,12,3,0.04,0.438,1.05,0.0
ngp2,NGP2,Camera,12,4,0.09,0.47,0.85,0.0
ngp2,NGP2,Camera,12,5,0.04,0.183,0.43,0.0
ngp2,NGP2,Camera,12,6,0.0,0.196,0.25,0.0
ngp2,NGP2,Camera,12,7,0.0,0.33,0.91,0.0
ngp2,NGP2,Camera,12,8,0.13,0.097,0.11,0.0
ngp2,NGP2,Camera,12,9,0.04,0.286,0.73,0.0
ngp2,NGP2,Camera,12,10,0.74,1.04,1.68,0.0
ngp2,NGP2,Camera,13,1,0.09,0.184,0.49,0.0
ngp2,NGP2,Camera,13,2,0.31,0.246,0.31,0.0
ngp2,NGP2,Camera,13,3,0.17,0.385,1.05,0.0
ngp2,NGP2,Camera,13,4,0.22,0.42,0.85,0.0
ngp2,NGP2,Camera,13,5,0.04,0.155,0.43,0.0
ngp2,NGP2,Camera,13,6,0.04,0.166,0.25,0.0
ngp2,NGP2,Camera,13,7,0.0,0.264,0.91,0.0
ngp2,NGP2,Camera,13,8,0.13,0.104,0.11,0.0
ngp2,NGP2,Camera,13,9,0.04,0.238,0.73,0.0
ngp2,NGP2,Camera,13,10,0.09,0.849,1.68,0.0
ngp2,NGP2,Camera,14,1,0.0,0.147,0.49,0.0
ngp2,NGP2,Camera,14,2,0.0,0.197,0.31,0.0
ngp2,NGP2,Camera,14,3,0.0,0.308,1.05,0.0
ngp2,NGP2,Camera,14,4,0.0,0.336,0.85,0.0
ngp2,NGP2,Camera,14,5,0.0,0.124,0.43,0.0
ngp2,NGP2,Camera,14,6,0.0,0.133,0.25,0.0
ngp2,NGP2,Camera,14,7,0.0,0.211,0.91,0.0
ngp2,NGP2,Camera,14,8,0.0,0.083,0.11,0.0
ngp2,NGP2,Camera,14,9,0.0,0.19,0.73,0.0
ngp2,NGP2,Camera,14,10,0.0,0.679,1.68,0.0
ngp2,NGP2,Camera,15,1,0.25,0.167,0.49,0.0
ngp2,NGP2,Camera,15,2,0.2,0.198,0.31,0.0
ngp2,NGP2,Camera,15,3,0.74,0.393,1.05,0.0
ngp2,NGP2,Camera,15,4,0.49,0.367,0.85,0.0
ngp2,NGP2,Camera,15,5,0.04,0.107,0.43,0.0
ngp2,NGP2,Camera,15,6,0.0,0.106,0.25,0.0
ngp2,NGP2,Camera,15,7,0.0,0.169,0.91,0.0
ngp2,NGP2,Camera,15,8,0.08,0.083,0.11,0.0
ngp2,NGP2,Camera,15,9,0.0,0.152,0.73,0.0
ngp2,NGP2,Camera,15,10,0.57,0.658,1.68,0.0
ngp2,NGP2,Camera,16,1,0.0,0.134,0.49,0.0
ngp2,NGP2,Camera,16,2,0.0,0.158,0.31,0.0
ngp2,NGP2,Camera,16,3,0.0,0.314,1.05,0.0
ngp2,NGP2,Camera,16,4,0.0,0.294,0.85,0.0
ngp2,NGP2,Camera,16,5,0.0,0.086,0.43,0.0
ngp2,NGP2,Camera,16,6,0.0,0.085,0.25,0.0
ngp2,NGP2,Camera,16,7,0.0,0.135,0.91,0.0
ngp2,NGP2,Camera,16,8,0.0,0.066,0.11,0.0
ngp2,NGP2,Camera,16,9,0.0,0.122,0.73,0.0
ngp2,NGP2,Camera,16,10,0.0,0.526,1.68,0.0
ngp2,NGP2,Camera,17,1,0.28,0.162,0.49,0.0
ngp2,NGP2,Camera,17,2,0.19,0.165,0.31,0.0
ngp2,NGP2,Camera,17,3,1.08,0.467,1.05,0.0
ngp2,NGP2,Camera,17,4,1.8,0.594,0.85,0.0
ngp2,NGP2,Camera,17,5,0.0,0.069,0.43,0.0
ngp2,NGP2,Camera,17,6,0.33,0.134,0.25,0.0
ngp2,NGP2,Camera,17,7,0.03,0.114,0.91,0.0
ngp2,NGP2,Camera,17,8,0.22,0.097,0.11,0.0
ngp2,NGP2,Camera,17,9,0.06,0.109,0.73,0.0
ngp2,NGP2,Camera,17,10,1.08,0.636,1.68,0.0
ngp2,NGP2,Camera,18,1,0.13,0.156,0.49,0.0
ngp2,NGP2,Camera,18,2,0.33,0.199,0.31,0.0
ngp2,NGP2,Camera,18,3,0.63,0.5,1.05,0.0
ngp2,NGP2,Camera,18,4,0.3,0.535,0.85,0.0
ngp2,NGP2,Camera,18,5,0.07,0.069,0.43,0.0
ngp2,NGP2,Camera,18,6,0.23,0.154,0.25,0.0
ngp2,NGP2,Camera,18,7,0.1,0.111,0.91,0.0
ngp2,NGP2,Camera,18,8,0.1,0.098,0.11,0.0
ngp2,NGP2,Camera,18,9,0.03,0.094,0.73,0.0
ngp2,NGP2,Camera,18,10,0.4,0.589,1.68,0.0
ngp2,NGP2,Camera,19,1,0.0,0.125,0.49,0.0
ngp2,NGP2,Camera,19,2,0.0,0.159,0.31,0.0
ngp2,NGP2,Camera,19,3,0.0,0.4,1.05,0.0
ngp2,NGP2,Camera,19,4,0.0,0.428,0.85,0.0
ngp2,NGP2,Camera,19,5,0.0,0.055,0.43,0.0
ngp2,NGP2,Camera,19,6,0.0,0.123,0.25,0.0
ngp2,NGP2,Camera,19,7,0.0,0.089,0.91,0.0
ngp2,NGP2,Camera,19,8,0.0,0.078,0.11,0.0
ngp2,NGP2,Camera,19,9,0.0,0.075,0.73,0.0
ngp2,NGP2,Camera,19,10,0.03,0.478,1.68,0.0
ngp2,NGP2,Camera,20,1,0.22,0.144,0.49,0.0
ngp2,NGP2,Camera,20,2,0.09,0.146,0.31,0.0
ngp2,NGP2,Camera,20,3,1.86,0.693,1.05,0.0
ngp2,NGP2,Camera,20,4,0.22,0.386,0.85,0.0
ngp2,NGP2,Camera,20,5,0.06,0.056,0.43,0.0
ngp2,NGP2,Camera,20,6,0.16,0.129,0.25,0.0
ngp2,NGP2,Camera,20,7,0.0,0.071,0.91,0.0
ngp2,NGP2,Camera,20,8,0.25,0.112,0.11,0.0
ngp2,NGP2,Camera,20,9,0.0,0.06,0.73,0.0
ngp2,NGP2,Camera,20,10,2.67,0.917,1.68,0.0
ngp2,NGP2,Camera,21,1,0.0,0.115,0.49,0.0
ngp2,NGP2,Camera,21,2,0.0,0.117,0.31,0.0
ngp2,NGP2,Camera,21,3,0.03,0.561,1.05,0.0
ngp2,NGP2,Camera,21,4,0.0,0.309,0.85,0.0
ngp2,NGP2,Camera,21,5,0.0,0.045,0.43,0.0
ngp2,NGP2,Camera,21,6,0.0,0.103,0.25,0.0
ngp2,NGP2,Camera,21,7,0.0,0.057,0.91,0.0
ngp2,NGP2,Camera,21,8,0.0,0.09,0.11,0.0
ngp2,NGP2,Camera,21,9,0.0,0.048,0.73,0.0
ngp2,NGP2,Camera,21,10,0.06,0.746,1.68,0.0
ngp2,NGP2,Camera,22,1,0.22,0.135,0.49,0.0
ngp2,NGP2,Camera,22,2,0.54,0.202,0.31,0.0
ngp2,NGP2,Camera,22,3,5.45,1.539,1.05,0.0
ngp2,NGP2,Camera,22,4,0.54,0.355,0.85,0.0
ngp2,NGP2,Camera,22,5,0.07,0.05,0.43,0.0
ngp2,NGP2,Camera,22,6,0.32,0.147,0.25,0.0
ngp2,NGP2,Camera,22,7,0.18,0.082,0.91,0.0
ngp2,NGP2,Camera,22,8,0.76,0.224,0.11,0.0
ngp2,NGP2,Camera,22,9,0.22,0.082,0.73,0.0
ngp2,NGP2,Camera,22,10,2.96,1.189,1.68,0.0
ngp2,NGP2,Camera,23,1,0.0,0.108,0.49,0.0
ngp2,NGP2,Camera,23,2,0.04,0.169,0.31,0.0
ngp2,NGP2,Camera,23,3,0.11,1.253,1.05,0.0
ngp2,NGP2,Camera,23,4,0.0,0.284,0.85,0.0
ngp2,NGP2,Camera,23,5,0.0,0.04,0.43,0.0
ngp2,NGP2,Camera,23,6,0.04,0.125,0.25,0.0
ngp2,NGP2,Camera,23,7,0.0,0.066,0.91,0.0
ngp2,NGP2,Camera,23,8,0.0,0.179,0.11,0.0
ngp2,NGP2,Camera,23,9,0.0,0.066,0.73,0.0
ngp2,NGP2,Camera,23,10,0.04,0.958,1.68,0.0
ngp2,NGP2,Camera,24,1,0.11,0.108,0.49,0.0
ngp2,NGP2,Camera,24,2,0.24,0.183,0.31,0.0
ngp2,NGP2,Camera,24,3,12.45,3.492,1.05,0.0
ngp2,NGP2,Camera,24,4,0.08,0.243,0.85,0.0
ngp2,NGP2,Camera,24,5,0.03,0.037,0.43,0.0
ngp2,NGP2,Camera,24,6,0.08,0.116,0.25,0.0
ngp2,NGP2,Camera,24,7,0.08,0.069,0.91,0.0
ngp2,NGP2,Camera,24,8,0.08,0.159,0.11,0.0
ngp2,NGP2,Camera,24,9,0.13,0.079,0.73,0.0
ngp2,NGP2,Camera,24,10,4.14,1.595,1.68,0.0
ngp2,NGP2,Camera,25,1,0.41,0.169,0.49,0.0
ngp2,NGP2,Camera,25,2,0.41,0.229,0.31,0.0
ngp2,NGP2,Camera,25,3,3.58,3.509,1.05,0.0
ngp2,NGP2,Camera,25,4,0.58,0.31,0.85,0.0
ngp2,NGP2,Camera,25,5,0.12,0.054,0.43,0.0
ngp2,NGP2,Camera,25,6,0.16,0.126,0.25,0.0
ngp2,NGP2,Camera,25,7,0.21,0.096,0.91,0.0
ngp2,NGP2,Camera,25,8,0.25,0.177,0.11,0.0
ngp2,NGP2,Camera,25,9,0.49,0.162,0.73,0.0
ngp2,NGP2,Camera,25,10,1.6,1.597,1.68,0.0
ngp2,NGP2,Camera,26,1,0.79,0.292,0.49,0.0
ngp2,NGP2,Camera,26,2,1.38,0.458,0.31,0.0
ngp2,NGP2,Camera,26,3,0.39,2.886,1.05,0.0
ngp2,NGP2,Camera,26,4,0.79,0.405,0.85,0.0
ngp2,NGP2,Camera,26,5,0.29,0.102,0.43,0.0
ngp2,NGP2,Camera,26,6,0.29,0.16,0.25,0.0
ngp2,NGP2,Camera,26,7,0.29,0.136,0.91,0.0
ngp2,NGP2,Camera,26,8,0.39,0.22,0.11,0.0
ngp2,NGP2,Camera,26,9,1.47,0.424,0.73,0.0
ngp2,NGP2,Camera,26,10,1.08,1.494,1.68,0.0
ngp2,NGP2,Camera,27,1,0.25,0.283,0.49,0.0
ngp2,NGP2,Camera,27,2,0.63,0.492,0.31,0.0
ngp2,NGP2,Camera,27,3,0.25,2.358,1.05,0.0
ngp2,NGP2,Camera,27,4,0.27,0.379,0.85,0.0
ngp2,NGP2,Camera,27,5,0.03,0.087,0.43,0.0
ngp2,NGP2,Camera,27,6,0.36,0.199,0.25,0.0
ngp2,NGP2,Camera,27,7,0.14,0.136,0.91,0.0
ngp2,NGP2,Camera,27,8,0.33,0.242,0.11,0.0
ngp2,NGP2,Camera,27,9,0.16,0.372,0.73,0.0
ngp2,NGP2,Camera,27,10,0.68,1.332,1.68,0.0
ngp2,NGP2,Camera,28,1,0.31,0.289,0.49,0.0
ngp2,NGP2,Camera,28,2,0.27,0.448,0.31,0.0
ngp2,NGP2,Camera,28,3,0.04,1.894,1.05,0.0
ngp2,NGP2,Camera,28,4,0.27,0.358,0.85,0.0
ngp2,NGP2,Camera,28,5,0.08,0.085,0.43,0.0
ngp2,NGP2,Camera,28,6,0.23,0.206,0.25,0.0
ngp2,NGP2,Camera,28,7,0.0,0.109,0.91,0.0
ngp2,NGP2,Camera,28,8,0.35,0.264,0.11,0.0
ngp2,NGP2,Camera,28,9,0.04,0.305,0.73,0.0
ngp2,NGP2,Camera,28,10,0.74,1.214,1.68,0.0
ngp2,NGP2,Camera,29,1,0.32,0.296,0.49,0.0
ngp2,NGP2,Camera,29,2,0.06,0.371,0.31,0.0
ngp2,NGP2,Camera,29,3,0.13,1.541,1.05,0.0
ngp2,NGP2,Camera,29,4,0.13,0.312,0.85,0.0
ngp2,NGP2,Camera,29,5,0.06,0.081,0.43,0.0
ngp2,NGP2,Camera,29,6,0.11,0.186,0.25,0.0
ngp2,NGP2,Camera,29,7,0.13,0.113,0.91,0.0
ngp2,NGP2,Camera,29,8,0.13,0.237,0.11,0.0
ngp2,NGP2,Camera,29,9,0.13,0.27,0.73,0.0
ngp2,NGP2,Camera,29,10,1.36,1.243,1.68,0.0
ngp2,NGP2,Vision,0,1,0.55,0.548,6.84,0.0
ngp2,NGP2,Vision,0,2,0.2,0.204,6.93,0.0
ngp2,NGP2,Vision,0,3,0.45,0.454,7.16,0.0
ngp2,NGP2,Vision,0,4,0.22,0.219,6.77,0.0
ngp2,NGP2,Vision,0,5,0.45,0.454,6.76,0.0
ngp2,NGP2,Vision,1,1,0.35,0.509,6.84,0.0
ngp2,NGP2,Vision,1,2,0.04,0.17,6.93,0.0
ngp2,NGP2,Vision,1,3,0.2,0.404,7.16,0.0
ngp2,NGP2,Vision,1,4,0.04,0.183,6.77,0.0
ngp2,NGP2,Vision,1,5,0.26,0.415,6.76,0.0
ngp2,NGP2,Vision,2,1,0.9,0.587,6.84,0.0
ngp2,NGP2,Vision,2,2,0.35,0.207,6.93,0.0
ngp2,NGP2,Vision,2,3,0.37,0.397,7.16,0.0
ngp2,NGP2,Vision,2,4,0.35,0.217,6.77,0.0
ngp2,NGP2,Vision,2,5,0.38,0.409,6.76,0.0
ngp2,NGP2,Vision,3,1,0.24,0.518,6.84,0.0
ngp2,NGP2,Vision,3,2,0.21,0.207,6.93,0.0
ngp2,NGP2,Vision,3,3,0.21,0.359,7.16,0.0
ngp2,NGP2,Vision,3,4,0.22,0.218,6.77,0.0
ngp2,NGP2,Vision,3,5,0.22,0.372,6.76,0.0
ngp2,NGP2,Vision,4,1,0.86,0.587,6.84,0.0
ngp2,NGP2,Vision,4,2,0.48,0.262,6.93,0.0
ngp2,NGP2,Vision,4,3,0.58,0.404,7.16,0.0
ngp2,NGP2,Vision,4,4,0.46,0.267,6.77,0.0
ngp2,NGP2,Vision,4,5,0.5,0.398,6.76,0.0
ngp2,NGP2,Vision,5,1,0.0,0.47,6.84,0.0
ngp2,NGP2,Vision,5,2,0.0,0.21,6.93,0.0
ngp2,NGP2,Vision,5,3,0.0,0.323,7.16,0.0
ngp2,NGP2,Vision,5,4,0.0,0.214,6.77,0.0
ngp2,NGP2,Vision,5,5,0.0,0.318,6.76,0.0
ngp2,NGP2,Vision,6,1,0.46,0.467,6.84,0.0
ngp2,NGP2,Vision,6,2,0.47,0.263,6.93,0.0
ngp2,NGP2,Vision,6,3,0.18,0.293,7.16,0.0
ngp2,NGP2,Vision,6,4,0.51,0.273,6.77,0.0
ngp2,NGP2,Vision,6,5,0.21,0.296,6.76,0.0
ngp2,NGP2,Vision,7,1,0.66,0.506,6.84,0.0
ngp2,NGP2,Vision,7,2,0.29,0.268,6.93,0.0
ngp2,NGP2,Vision,7,3,0.33,0.3,7.16,0.0
ngp2,NGP2,Vision,7,4,0.3,0.279,6.77,0.0
ngp2,NGP2,Vision,7,5,0.38,0.314,6.76,0.0
ngp2,NGP2,Vision,8,1,0.51,0.506,6.84,0.0
ngp2,NGP2,Vision,8,2,0.2,0.254,6.93,0.0
ngp2,NGP2,Vision,8,3,0.18,0.276,7.16,0.0
ngp2,NGP2,Vision,8,4,0.21,0.266,6.77,0.0
ngp2,NGP2,Vision,8,5,0.26,0.304,6.76,0.0
ngp2,NGP2,Vision,9,1,0.53,0.511,6.84,0.0
ngp2,NGP2,Vision,9,2,0.21,0.245,6.93,0.0
ngp2,NGP2,Vision,9,3,0.19,0.259,7.16,0.0
ngp2,NGP2,Vision,9,4,0.22,0.258,6.77,0.0
ngp2,NGP2,Vision,9,5,0.27,0.298,6.76,0.0
ngp2,NGP2,Vision,10,1,0.0,0.409,6.84,0.0
ngp2,NGP2,Vision,10,2,0.0,0.196,6.93,0.0
ngp2,NGP2,Vision,10,3,0.0,0.207,7.16,0.0
ngp2,NGP2,Vision,10,4,0.0,0.206,6.77,0.0
ngp2,NGP2,Vision,10,5,0.0,0.238,6.76,0.0
ngp2,NGP2,Vision,11,1,2.01,0.73,6.84,0.0
ngp2,NGP2,Vision,11,2,1.07,0.37,6.93,0.0
ngp2,NGP2,Vision,11,3,1.27,0.419,7.16,0.0
ngp2,NGP2,Vision,11,4,0.99,0.363,6.77,0.0
ngp2,NGP2,Vision,11,5,1.38,0.466,6.76,0.0
ngp2,NGP2,Vision,12,1,3.36,1.257,6.84,0.0
ngp2,NGP2,Vision,12,2,0.04,0.305,6.93,0.0
ngp2,NGP2,Vision,12,3,0.3,0.395,7.16,0.0
ngp2,NGP2,Vision,12,4,0.09,0.307,6.77,0.0
ngp2,NGP2,Vision,12,5,3.32,1.037,6.76,0.0
ngp2,NGP2,Vision,13,1,2.48,1.502,6.84,0.0
ngp2,NGP2,Vision,13,2,0.66,0.375,6.93,0.0
ngp2,NGP2,Vision,13,3,0.78,0.472,7.16,0.0
ngp2,NGP2,Vision,13,4,0.7,0.385,6.77,0.0
ngp2,NGP2,Vision,13,5,1.31,1.092,6.76,0.0
ngp2,NGP2,Vision,14,1,3.99,1.999,6.84,0.0
ngp2,NGP2,Vision,14,2,1.92,0.684,6.93,0.0
ngp2,NGP2,Vision,14,3,1.15,0.609,7.16,0.0
ngp2,NGP2,Vision,14,4,1.87,0.683,6.77,0.0
ngp2,NGP2,Vision,14,5,2.77,1.427,6.76,0.0
ngp2,NGP2,Vision,15,1,4.55,2.508,6.84,0.0
ngp2,NGP2,Vision,15,2,2.5,1.047,6.93,0.0
ngp2,NGP2,Vision,15,3,1.72,0.832,7.16,0.0
ngp2,NGP2,Vision,15,4,2.39,1.025,6.77,0.0
ngp2,NGP2,Vision,15,5,3.3,1.801,6.76,0.0
ngp2,NGP2,Vision,16,1,2.93,2.592,6.84,0.0
ngp2,NGP2,Vision,16,2,0.45,0.927,6.93,0.0
ngp2,NGP2,Vision,16,3,0.89,0.844,7.16,0.0
ngp2,NGP2,Vision,16,4,0.45,0.909,6.77,0.0
ngp2,NGP2,Vision,16,5,3.06,2.052,6.76,0.0
ngp2,NGP2,Vision,17,1,0.06,2.086,6.84,0.0
ngp2,NGP2,Vision,17,2,0.0,0.742,6.93,0.0
ngp2,NGP2,Vision,17,3,0.0,0.675,7.16,0.0
ngp2,NGP2,Vision,17,4,0.0,0.727,6.77,0.0
ngp2,NGP2,Vision,17,5,0.0,1.642,6.76,0.0
ngp2,NGP2,Vision,18,1,1.16,1.902,6.84,0.0
ngp2,NGP2,Vision,18,2,0.33,0.659,6.93,0.0
ngp2,NGP2,Vision,18,3,0.29,0.597,7.16,0.0
ngp2,NGP2,Vision,18,4,0.37,0.655,6.77,0.0
ngp2,NGP2,Vision,18,5,1.16,1.546,6.76,0.0
ngp2,NGP2,Vision,19,1,2.44,2.01,6.84,0.0
ngp2,NGP2,Vision,19,2,1.19,0.765,6.93,0.0
ngp2,NGP2,Vision,19,3,0.88,0.653,7.16,0.0
ngp2,NGP2,Vision,19,4,1.17,0.758,6.77,0.0
ngp2,NGP2,Vision,19,5,1.48,1.534,6.76,0.0
ngp2,NGP2,Vision,20,1,1.24,1.857,6.84,0.0
ngp2,NGP2,Vision,20,2,0.03,0.618,6.93,0.0
ngp2,NGP2,Vision,20,3,0.14,0.55,7.16,0.0
ngp2,NGP2,Vision,20,4,0.07,0.62,6.77,0.0
ngp2,NGP2,Vision,20,5,0.28,1.282,6.76,0.0
ngp2,NGP2,Vision,21,1,1.68,1.822,6.84,0.0
ngp2,NGP2,Vision,21,2,0.75,0.644,6.93,0.0
ngp2,NGP2,Vision,21,3,0.57,0.553,7.16,0.0
ngp2,NGP2,Vision,21,4,0.78,0.653,6.77,0.0
ngp2,NGP2,Vision,21,5,0.62,1.149,6.76,0.0
ngp2,NGP2,Vision,22,1,1.27,1.712,6.84,0.0
ngp2,NGP2,Vision,22,2,0.09,0.534,6.93,0.0
ngp2,NGP2,Vision,22,3,0.2,0.483,7.16,0.0
ngp2,NGP2,Vision,22,4,1.27,0.777,6.77,0.0
ngp2,NGP2,Vision,22,5,0.3,0.978,6.76,0.0
ngp2,NGP2,Vision,23,1,2.43,1.855,6.84,0.0
ngp2,NGP2,Vision,23,2,0.72,0.571,6.93,0.0
ngp2,NGP2,Vision,23,3,0.84,0.554,7.16,0.0
ngp2,NGP2,Vision,23,4,0.72,0.765,6.77,0.0
ngp2,NGP2,Vision,23,5,0.95,0.972,6.76,0.0
ngp2,NGP2,Vision,24,1,1.07,1.699,6.84,0.0
ngp2,NGP2,Vision,24,2,0.07,0.47,6.93,0.0
ngp2,NGP2,Vision,24,3,0.03,0.449,7.16,0.0
ngp2,NGP2,Vision,24,4,0.07,0.625,6.77,0.0
ngp2,NGP2,Vision,24,5,0.23,0.823,6.76,0.0
ngp2,NGP2,Vision,25,1,2.63,1.886,6.84,0.0
ngp2,NGP2,Vision,25,2,0.64,0.503,6.93,0.0
ngp2,NGP2,Vision,25,3,0.78,0.515,7.16,0.0
ngp2,NGP2,Vision,25,4,0.66,0.632,6.77,0.0
ngp2,NGP2,Vision,25,5,1.05,0.868,6.76,0.0
ngp2,NGP2,Vision,26,1,2.01,1.912,6.84,0.0
ngp2,NGP2,Vision,26,2,0.44,0.491,6.93,0.0
ngp2,NGP2,Vision,26,3,0.0,0.412,7.16,0.0
ngp2,NGP2,Vision,26,4,0.44,0.594,6.77,0.0
ngp2,NGP2,Vision,26,5,0.2,0.734,6.76,0.0
ngp2,NGP2,Vision,27,1,3.39,2.207,6.84,0.0
ngp2,NGP2,Vision,27,2,0.4,0.472,6.93,0.0
ngp2,NGP2,Vision,27,3,0.85,0.499,7.16,0.0
ngp2,NGP2,Vision,27,4,0.42,0.56,6.77,0.0
ngp2,NGP2,Vision,27,5,0.98,0.784,6.76,0.0
ngp2,NGP2,Vision,28,1,7.81,3.328,6.84,0.0
ngp2,NGP2,Vision,28,2,2.64,0.906,6.93,0.0
ngp2,NGP2,Vision,28,3,3.17,1.033,7.16,0.0
ngp2,NGP2,Vision,28,4,2.72,0.992,6.77,0.0
ngp2,NGP2,Vision,28,5,3.88,1.402,6.76,0.0
ngp2,NGP2,Vision,29,1,3.11,3.285,6.84,0.0
ngp2,NGP2,Vision,29,2,0.0,0.725,6.93,0.0
ngp2,NGP2,Vision,29,3,0.19,0.865,7.16,0.0
ngp2,NGP2,Vision,29,4,0.0,0.794,6.77,0.0
ngp2,NGP2,Vision,29,5,2.14,1.549,6.76,0.0
